repeat_id,k,rand,jaccard
1,7,0.786939311863789,0.180513015104665
1,3,0.578387836208812,0.238462105504028
2,7,0.740622560236917,0.154033385431486
2,3,0.568425390793671,0.236692056164666
3,7,0.781695251116199,0.184945172078341
3,3,0.591781350739663,0.253862431064544
